Timestamp,Equipment,Load (%),Power (kW),Voltage (V),Current (A),Temperature (C),Downtime (min)
1/16/2025 1:00,Motor-101,68.02,21.92,429.35,58.02,71.15,0
1/16/2025 2:00,Motor-101,87.32,28.47,425.89,75.97,81.79,0
1/16/2025 3:00,Motor-101,68.58,22.22,388.78,64.95,71.28,0
1/16/2025 4:00,Motor-101,88.52,29.24,405.95,81.86,83.22,0
1/16/2025 5:00,Motor-101,74.54,26.77,386.34,78.74,75.31,0
1/16/2025 6:00,Motor-101,92.7,29.42,419.01,79.8,83.06,0
1/16/2025 7:00,Motor-101,85.53,27.24,439.69,70.4,81.2,0
1/16/2025 8:00,Motor-101,83.16,26.11,387.28,76.62,79.08,0
1/16/2025 9:00,Motor-101,82.73,28.04,383.74,83.04,78.38,0
1/16/2025 10:00,Motor-101,67.33,25,417.43,68.06,72.22,0
1/16/2025 11:00,Motor-101,62.54,23.36,433.2,61.29,67.11,0
1/16/2025 12:00,Motor-101,57.46,23.15,404.85,64.99,62.14,0
1/16/2025 13:00,Motor-101,56.63,18.33,380.66,54.73,65.5,0
1/16/2025 14:00,Motor-101,43.04,16.54,395.59,47.52,55.79,0
1/16/2025 15:00,Motor-101,40,11.13,392.91,32.19,51.76,0
1/16/2025 16:00,Motor-101,40,14.27,412.88,39.27,53.94,0
1/16/2025 17:00,Motor-101,40,15.4,399.48,43.8,53.92,0
1/16/2025 18:00,Motor-101,40,13.98,403.67,39.35,53.11,0
1/16/2025 19:00,Motor-101,40,17.16,437.32,44.59,54.41,0
1/16/2025 20:00,Motor-101,40,12.9,406.26,36.07,51.76,0
1/16/2025 21:00,Motor-101,40,15.66,418.23,42.55,55.84,0
1/16/2025 22:00,Motor-101,46.38,14.06,416.84,38.34,59.43,0
1/16/2025 23:00,Motor-101,46.28,17.36,424.25,46.51,57.89,0
1/17/2025 0:00,Motor-101,58.86,21.66,385.09,63.95,65.49,0
1/17/2025 1:00,Motor-101,63.75,20.96,397.79,59.92,70.85,0
1/17/2025 2:00,Motor-101,78.4,23.45,391.11,68.18,79.36,0
1/17/2025 3:00,Motor-101,82.63,28.04,425.86,74.86,78.16,0
1/17/2025 4:00,Motor-101,89.02,27.83,402.92,78.54,86.03,0
1/17/2025 5:00,Motor-101,90.38,35.85,426.48,95.59,82.38,0
1/17/2025 6:00,Motor-101,87.08,37.56,438.11,97.49,82.33,0
1/17/2025 7:00,Motor-101,96.26,40.45,424.88,108.26,91.35,0
1/17/2025 8:00,Motor-101,84.16,28.69,435.69,74.89,78.82,0
1/17/2025 9:00,Motor-101,75.99,28.38,406.36,79.42,71.66,0
1/17/2025 10:00,Motor-101,73.89,29.8,433.22,78.2,73.78,0
1/17/2025 11:00,Motor-101,72.07,31.15,431.68,82.06,72.07,0
1/17/2025 12:00,Motor-101,59.16,21.78,425.3,58.23,66.06,0
1/17/2025 13:00,Motor-101,54.69,21.8,426.59,58.11,64.28,0
1/17/2025 14:00,Motor-101,45.91,20.83,439.08,53.94,54.95,0
1/17/2025 15:00,Motor-101,40.79,13.63,429.07,36.11,53.17,0
1/17/2025 16:00,Motor-101,40.21,15.25,423.97,40.89,54.17,0
1/17/2025 17:00,Motor-101,40,14.36,397.85,41.04,59.2,0
1/17/2025 18:00,Motor-101,40,16.25,418.18,44.18,54.76,0
1/17/2025 19:00,Motor-101,40,12.03,380.56,35.95,51.55,0
1/17/2025 20:00,Motor-101,40,13.27,428,35.26,52.3,0
1/17/2025 21:00,Motor-101,47.14,15.13,416.96,41.25,59.07,0
1/17/2025 22:00,Motor-101,50.98,14.86,413.25,40.89,59.37,0
1/17/2025 23:00,Motor-101,48.31,17.61,437.48,45.76,60.28,0
1/18/2025 0:00,Motor-101,55.56,22.38,398.34,63.93,62.46,0
1/18/2025 1:00,Motor-101,76.4,30.17,433.17,79.24,75.04,0
1/18/2025 2:00,Motor-101,67.91,20.17,421.74,54.41,67.22,0
1/18/2025 3:00,Motor-101,73.58,23.16,427.65,61.61,76.68,0
1/18/2025 4:00,Motor-101,83.22,25.29,418.54,68.74,85.05,0
1/18/2025 5:00,Motor-101,96.69,36.61,413.64,100.69,92.03,0
1/18/2025 6:00,Motor-101,86.88,32.77,429.5,86.82,83.78,0
1/18/2025 7:00,Motor-101,94.56,39.16,422.46,105.47,85.44,0
1/18/2025 8:00,Motor-101,80.27,27.46,399.69,78.15,77.78,0
1/18/2025 9:00,Motor-101,80.8,32.32,415.89,88.42,78.24,0
1/18/2025 10:00,Motor-101,69.88,28.62,418.17,77.86,75.64,0
1/18/2025 11:00,Motor-101,66.63,24.04,430.39,63.54,68.06,0
1/18/2025 12:00,Motor-101,69.42,22.55,391.07,65.6,74.74,0
1/18/2025 13:00,Motor-101,52.94,21.78,397.92,62.27,58.23,0
1/18/2025 14:00,Motor-101,42.67,18.43,432.36,48.51,52.41,0
1/18/2025 15:00,Motor-101,41.35,14.71,407.49,41.07,53.75,0
1/18/2025 16:00,Motor-101,40,15.59,406.21,43.67,57.54,0
1/18/2025 17:00,Motor-101,40,12.51,416.61,34.17,54.94,0
1/18/2025 18:00,Motor-101,40,12.73,437.4,33.1,56.45,0
1/18/2025 19:00,Motor-101,40,12.5,395.7,35.95,53.59,0
1/18/2025 20:00,Motor-101,40,15.38,396.32,44.15,54.73,0
1/18/2025 21:00,Motor-101,46.25,15.53,383.92,46.02,57.21,0
1/18/2025 22:00,Motor-101,40,16.35,400.84,46.4,55.77,0
1/18/2025 23:00,Motor-101,52.57,16.55,436.21,43.16,62.57,0
1/19/2025 0:00,Motor-101,52.19,23.17,423.85,62.23,60.25,0
1/19/2025 1:00,Motor-101,71.74,25.34,391.89,73.61,70.53,0
1/19/2025 2:00,Motor-101,77.33,26.59,416.51,72.68,76.33,0
1/19/2025 3:00,Motor-101,77.54,30.08,431.04,79.44,74.9,0
1/19/2025 4:00,Motor-101,80.9,33.41,431.61,88.11,78.66,0
1/19/2025 5:00,Motor-101,89.86,27.12,412.61,74.83,83.18,0
1/19/2025 6:00,Motor-101,84.64,34.16,389.95,99.73,74.94,0
1/19/2025 7:00,Motor-101,91.16,31.5,407.74,87.94,86.5,0
1/19/2025 8:00,Motor-101,82.43,33.39,410.75,92.53,79.6,0
1/19/2025 9:00,Motor-101,77.98,25.77,427.18,68.66,76.67,0
1/19/2025 10:00,Motor-101,71.45,27.67,399.81,78.79,71.85,0
1/19/2025 11:00,Motor-101,60.53,26.5,432.67,69.72,66.51,0
1/19/2025 12:00,Motor-101,58.2,24.85,407.07,69.49,65.94,0
1/19/2025 13:00,Motor-101,51.93,20.13,434.55,52.73,59.69,0
1/19/2025 14:00,Motor-101,40.13,16.69,419.41,45.3,54.07,0
1/19/2025 15:00,Motor-101,45.33,15.37,437.87,39.96,56.06,0
1/19/2025 16:00,Motor-101,40,15.49,427.57,41.24,54.4,0
1/19/2025 17:00,Motor-101,40,16.54,403.76,46.64,55.07,0
1/19/2025 18:00,Motor-101,40,16.56,421.75,44.69,54.24,0
1/19/2025 19:00,Motor-101,40,13.9,434.37,36.43,53.14,0
1/19/2025 20:00,Motor-101,40,16.18,433.64,42.47,52.97,0
1/19/2025 21:00,Motor-101,40,12.21,416.92,33.34,51.67,0
1/19/2025 22:00,Motor-101,45.96,19.66,410.31,54.54,58.06,0
1/19/2025 23:00,Motor-101,53.56,20.83,420.08,56.45,62.05,0
1/20/2025 0:00,Motor-101,54.05,18.5,380.76,55.35,61.92,0
1/20/2025 1:00,Motor-101,76.73,24.28,433.42,63.82,76.49,0
1/20/2025 2:00,Motor-101,70.97,30.32,431.49,80.03,73.78,0
1/20/2025 3:00,Motor-101,90.25,31.24,398.86,89.21,84.85,0
1/20/2025 4:00,Motor-101,85.15,29.94,401.47,84.96,83.7,0
1/20/2025 5:00,Motor-101,86.49,32.16,390.43,93.82,83.88,0
1/20/2025 6:00,Motor-101,87.17,30.07,400.88,85.44,81.48,0
1/20/2025 7:00,Motor-101,92.8,31.99,417.26,87.32,88.19,15
1/20/2025 8:00,Motor-101,83.6,30.71,381.87,91.6,81.49,0
1/20/2025 9:00,Motor-101,79.63,28.51,380.23,85.41,76.42,0
1/20/2025 10:00,Motor-101,77.35,24.74,439.5,64.13,74.4,0
1/20/2025 11:00,Motor-101,66.64,22.4,431.98,59.06,68.8,0
1/20/2025 12:00,Motor-101,57.03,20.54,425.79,54.94,63.83,0
1/20/2025 13:00,Motor-101,53.95,20.95,393.97,60.58,62.81,0
1/20/2025 14:00,Motor-101,49.3,14.27,380.01,42.77,60.27,0
1/20/2025 15:00,Motor-101,40,13.17,393.6,38.11,51.14,0
1/20/2025 16:00,Motor-101,40,14.91,428.14,39.67,51.97,0
1/20/2025 17:00,Motor-101,40,15.9,381.63,47.46,53.39,0
1/20/2025 18:00,Motor-101,40,17.4,438.37,45.22,52.61,0
1/20/2025 19:00,Motor-101,40,16.16,438.91,41.94,54.99,0
1/20/2025 20:00,Motor-101,44.23,16.86,411.96,46.62,58.42,0
1/20/2025 21:00,Motor-101,40,11.25,387.21,33.09,53.48,0
1/20/2025 22:00,Motor-101,40,12.51,429.47,33.19,55.06,0
1/20/2025 23:00,Motor-101,55.96,16.88,415.93,46.21,61.81,0
1/21/2025 0:00,Motor-101,54.01,21.87,439.34,56.74,59.86,0
1/21/2025 1:00,Motor-101,73.96,25.04,397.12,71.86,74.6,0
1/21/2025 2:00,Motor-101,79.26,30.65,414.4,84.3,76.19,0
1/21/2025 3:00,Motor-101,77.17,30.35,409.3,84.51,74.87,0
1/21/2025 4:00,Motor-101,83.41,26.12,432.11,68.89,80.1,0
1/21/2025 5:00,Motor-101,86.39,32.48,434.64,85.16,82.32,0
1/21/2025 6:00,Motor-101,88.06,26.16,389.89,76.45,81.06,0
1/21/2025 7:00,Motor-101,88.59,35.07,427.33,93.54,84.42,0
1/21/2025 8:00,Motor-101,81.92,31.57,394.05,91.32,79.93,0
1/21/2025 9:00,Motor-101,80.18,28.03,439.03,72.77,74.61,0
1/21/2025 10:00,Motor-101,79.53,21.65,380.18,64.89,77.29,0
1/21/2025 11:00,Motor-101,71.8,24.54,394.33,70.93,73.49,0
1/21/2025 12:00,Motor-101,52.93,19.15,417.35,52.28,56.57,0
1/21/2025 13:00,Motor-101,45.8,16.94,415.45,46.47,52.21,0
1/21/2025 14:00,Motor-101,46.49,15.96,397.09,45.8,58.47,0
1/21/2025 15:00,Motor-101,40,11.59,403.81,32.71,53.37,0
1/21/2025 16:00,Motor-101,40,15.71,397.07,45.09,52.84,0
1/21/2025 17:00,Motor-101,40,11.81,414.49,32.47,54.17,0
1/21/2025 18:00,Motor-101,40,16.74,407.04,46.87,54.23,0
1/21/2025 19:00,Motor-101,40,17.15,423.79,46.12,51.75,0
1/21/2025 20:00,Motor-101,40,13.56,420.48,36.75,55.67,0
1/21/2025 21:00,Motor-101,42.23,15.31,380.13,45.9,56.17,0
1/21/2025 22:00,Motor-101,43.12,17.79,419.92,48.29,57.02,0
1/21/2025 23:00,Motor-101,48.88,18.19,415.78,49.85,59.87,0
1/22/2025 0:00,Motor-101,58.97,22.71,399.26,64.87,67.1,0
1/22/2025 1:00,Motor-101,76.67,32.53,418.79,88.58,73.87,0
1/22/2025 2:00,Motor-101,75.28,21.7,388.33,63.71,80.26,0
1/22/2025 3:00,Motor-101,79.71,32.06,418.27,87.39,77.19,0
1/22/2025 4:00,Motor-101,92.39,40.17,439.48,104.22,85.67,0
1/22/2025 5:00,Motor-101,76.72,24.86,385.06,73.63,79.15,0
1/22/2025 6:00,Motor-101,89.13,27.73,429,73.7,80.51,0
1/22/2025 7:00,Motor-101,94.22,27.76,404.23,78.3,85.86,0
1/22/2025 8:00,Motor-101,87.29,28.73,393.58,83.25,84.48,0
1/22/2025 9:00,Motor-101,92.17,28.88,425.56,77.38,82.54,0
1/22/2025 10:00,Motor-101,73.64,26.33,403.58,74.4,74.03,0
1/22/2025 11:00,Motor-101,61.43,18.45,418.74,50.24,66.95,0
1/22/2025 12:00,Motor-101,61.14,17.33,402.73,49.07,62.45,0
1/22/2025 13:00,Motor-101,58.6,17.96,415.76,49.26,64.17,0
1/22/2025 14:00,Motor-101,45.54,17.74,430.5,47,59.71,0
1/22/2025 15:00,Motor-101,40,16.27,390.04,47.55,54.28,0
1/22/2025 16:00,Motor-101,40,11.96,385.96,35.34,54.2,0
1/22/2025 17:00,Motor-101,40,13.1,403.73,37.01,55.47,0
1/22/2025 18:00,Motor-101,40,15.43,387.8,45.37,51.64,0
1/22/2025 19:00,Motor-101,40,14.01,408.44,39.11,51.09,0
1/22/2025 20:00,Motor-101,40,14.09,385.29,41.71,54.31,0
1/22/2025 21:00,Motor-101,40,12.53,411.94,34.69,54.79,0
1/22/2025 22:00,Motor-101,48.28,19.22,401.37,54.59,57.99,0
1/22/2025 23:00,Motor-101,47.94,18.48,410.45,51.34,59.87,0
1/23/2025 0:00,Motor-101,63.17,19.79,412.69,54.72,66.89,0
1/23/2025 1:00,Motor-101,69.39,26.56,392.44,77.22,70.92,0
1/23/2025 2:00,Motor-101,70.49,27.57,399.55,78.74,74.42,0
1/23/2025 3:00,Motor-101,89.81,34.93,388.88,102.47,83.31,0
1/23/2025 4:00,Motor-101,88.6,31.25,387.94,91.9,83.7,0
1/23/2025 5:00,Motor-101,80.53,23.45,407.51,65.65,80.61,0
1/23/2025 6:00,Motor-101,91.63,33.02,383.46,98.26,88.24,0
1/23/2025 7:00,Motor-101,89.07,33.17,385.62,98.14,84.75,0
1/23/2025 8:00,Motor-101,76.36,27.65,409.49,77.04,75.66,0
1/23/2025 9:00,Motor-101,72.14,30.73,416.35,84.22,77.16,0
1/23/2025 10:00,Motor-101,81.81,30.55,433.67,80.37,77.43,0
1/23/2025 11:00,Motor-101,78.32,32.02,415.48,87.92,74.65,0
1/23/2025 12:00,Motor-101,60.82,16.38,383.57,48.73,66.47,0
1/23/2025 13:00,Motor-101,45.31,14.49,394.42,41.9,59.11,0
1/23/2025 14:00,Motor-101,49.43,15.33,435.76,40.15,61.23,0
1/23/2025 15:00,Motor-101,40,15.5,417.95,42.31,56.16,0
1/23/2025 16:00,Motor-101,40,15.03,423.98,40.46,56.03,0
1/23/2025 17:00,Motor-101,40,12.13,417.97,33.1,53.29,0
1/23/2025 18:00,Motor-101,40,16.4,433.07,43.2,54.97,0
1/23/2025 19:00,Motor-101,40,13.54,423.39,36.49,52.25,0
1/23/2025 20:00,Motor-101,40,15.1,417.93,41.23,50.29,0
1/23/2025 21:00,Motor-101,40,13.54,430.52,35.88,54.67,0
1/23/2025 22:00,Motor-101,40,15.8,422.61,42.67,53.86,0
1/23/2025 23:00,Motor-101,54.37,17.66,404.08,49.86,61.94,0
1/24/2025 0:00,Motor-101,57.65,19.9,381.32,59.57,63.2,0
1/24/2025 1:00,Motor-101,68.63,19.23,393.16,55.82,73.58,0
1/24/2025 2:00,Motor-101,72.97,23.8,425.58,63.86,71.01,0
1/24/2025 3:00,Motor-101,84.6,34.06,407.24,95.48,81.57,0
1/24/2025 4:00,Motor-101,96.24,34.19,411.58,94.82,89.38,0
1/24/2025 5:00,Motor-101,83.56,25.68,413.8,70.85,78.1,0
1/24/2025 6:00,Motor-101,91.13,27.85,404.09,78.69,85.53,38
1/24/2025 7:00,Motor-101,84.16,25.06,404.15,70.78,82.37,0
1/24/2025 8:00,Motor-101,88.78,34.12,422.9,92.1,82.04,0
1/24/2025 9:00,Motor-101,82.16,27.49,408.02,76.92,81.1,0
1/24/2025 10:00,Motor-101,75.92,29.56,431.99,78.11,73.45,0
1/24/2025 11:00,Motor-101,58.37,23.86,436.18,62.46,62.64,0
1/24/2025 12:00,Motor-101,63.69,25.72,430.65,68.17,68.44,0
1/24/2025 13:00,Motor-101,50.16,16.59,432.53,43.8,58.88,0
1/24/2025 14:00,Motor-101,41.71,18.09,420.57,49.12,54.24,0
1/24/2025 15:00,Motor-101,40,17.57,418.06,47.99,50.52,0
1/24/2025 16:00,Motor-101,40,16.19,403.11,45.85,52.06,0
1/24/2025 17:00,Motor-101,40,16.23,418.07,44.33,53.88,0
1/24/2025 18:00,Motor-101,40,15.44,404.95,43.51,51.35,0
1/24/2025 19:00,Motor-101,40,15.73,423.83,42.36,53.35,0
1/24/2025 20:00,Motor-101,40,12.83,382.16,38.32,55.51,0
1/24/2025 21:00,Motor-101,40,14.75,408.09,41.27,53.32,0
1/24/2025 22:00,Motor-101,50.01,19.03,426.92,50.89,61.04,0
1/24/2025 23:00,Motor-101,53.73,21.62,394.51,62.56,60.97,0
1/25/2025 0:00,Motor-101,62.52,19.43,436.93,50.8,69.14,0
1/25/2025 1:00,Motor-101,63.47,21.88,434.36,57.55,70.47,0
1/25/2025 2:00,Motor-101,78.09,25.08,382.5,74.89,77.59,0
1/25/2025 3:00,Motor-101,79.87,24.59,396.04,70.92,81.05,0
1/25/2025 4:00,Motor-101,82.17,27.45,402.95,77.82,79.57,0
1/25/2025 5:00,Motor-101,87.67,28.75,399.93,82.13,80.03,0
1/25/2025 6:00,Motor-101,85.77,32.31,418.51,88.19,82.92,0
1/25/2025 7:00,Motor-101,98.39,40.96,412.9,113.32,90.61,0
1/25/2025 8:00,Motor-101,92.29,30.83,416.37,84.58,85.73,0
1/25/2025 9:00,Motor-101,82.77,29.84,416.2,81.89,79.96,0
1/25/2025 10:00,Motor-101,75.86,32.96,414.93,90.74,74.63,0
1/25/2025 11:00,Motor-101,68.7,26.66,419.06,72.68,68.03,0
1/25/2025 12:00,Motor-101,67.35,25.22,392.3,73.43,71.06,0
1/25/2025 13:00,Motor-101,56.4,19.7,430.83,52.23,64.34,0
1/25/2025 14:00,Motor-101,49.52,17.86,389.83,52.35,59.83,0
1/25/2025 15:00,Motor-101,45,13.39,412.33,37.09,55.2,0
1/25/2025 16:00,Motor-101,40,15.25,435.84,39.96,56.23,0
1/25/2025 17:00,Motor-101,40,14.04,425.67,37.67,52.56,0
1/25/2025 18:00,Motor-101,40,15.18,425.65,40.75,54.37,0
1/25/2025 19:00,Motor-101,40,16.59,413.65,45.82,51.37,0
1/25/2025 20:00,Motor-101,40,12.59,420.46,34.19,53.91,0
1/25/2025 21:00,Motor-101,40,15.03,403.51,42.55,54.37,0
1/25/2025 22:00,Motor-101,46.43,16.04,409.89,44.7,56.22,0
1/25/2025 23:00,Motor-101,52.39,17.74,393.15,51.53,62.68,0
1/26/2025 0:00,Motor-101,55.89,19.77,421.9,53.55,66.17,0
1/26/2025 1:00,Motor-101,73.01,25.17,426.39,67.47,73.17,0
1/26/2025 2:00,Motor-101,73.8,32.64,426.88,87.38,71.19,0
1/26/2025 3:00,Motor-101,84.02,34.7,416.18,95.3,81.25,0
1/26/2025 4:00,Motor-101,83.24,33.75,413.12,93.38,82.48,0
1/26/2025 5:00,Motor-101,89.28,30.18,428.5,80.49,80.92,0
1/26/2025 6:00,Motor-101,87.21,26.48,433.68,69.79,79.41,0
1/26/2025 7:00,Motor-101,100,37.71,408.89,105.42,87.07,0
1/26/2025 8:00,Motor-101,77.46,33.85,417.32,92.71,75.63,0
1/26/2025 9:00,Motor-101,87.44,35.28,404.94,99.58,78.63,0
1/26/2025 10:00,Motor-101,77.44,31.54,393.72,91.57,77.78,0
1/26/2025 11:00,Motor-101,69.97,23.43,393.49,68.05,70.25,0
1/26/2025 12:00,Motor-101,62.46,20.63,405.65,58.12,70.88,0
1/26/2025 13:00,Motor-101,51.33,21.17,405.81,59.62,61.14,0
1/26/2025 14:00,Motor-101,43.42,18.27,425.79,49.03,58.26,0
1/26/2025 15:00,Motor-101,40,12.38,392.27,36.08,55.97,0
1/26/2025 16:00,Motor-101,40,14.1,381.97,42.18,50.75,0
1/26/2025 17:00,Motor-101,40,14.9,432.77,39.36,52.14,0
1/26/2025 18:00,Motor-101,40,15.13,429.49,40.25,56.43,0
1/26/2025 19:00,Motor-101,40,16.31,397.4,46.9,53.9,0
1/26/2025 20:00,Motor-101,40,14.94,411.92,41.45,49.58,0
1/26/2025 21:00,Motor-101,40,13.04,423.39,35.21,52.9,0
1/26/2025 22:00,Motor-101,49.97,14.68,383.11,43.8,59.66,0
1/26/2025 23:00,Motor-101,57.77,20.44,418.44,55.83,62.85,0
1/27/2025 0:00,Motor-101,62.96,26.92,433.76,70.96,70.57,0
1/27/2025 1:00,Motor-101,63.49,20.11,387.52,59.35,66.25,0
1/27/2025 2:00,Motor-101,78.53,24.36,412.55,67.52,75.61,0
1/27/2025 3:00,Motor-101,74.76,22.47,425.23,60.43,71.26,0
1/27/2025 4:00,Motor-101,86.65,31.56,396.13,91.1,78.49,0
1/27/2025 5:00,Motor-101,77.77,31.29,436.95,81.89,76.08,0
1/27/2025 6:00,Motor-101,90.86,36.74,426.84,98.44,82.4,0
1/27/2025 7:00,Motor-101,82.95,23.79,390.81,69.62,79.41,0
1/27/2025 8:00,Motor-101,84.61,32.69,387.51,96.47,81.21,0
1/27/2025 9:00,Motor-101,80.19,23.02,383.11,68.71,77.98,0
1/27/2025 10:00,Motor-101,78.21,22.57,389.44,66.29,74.7,0
1/27/2025 11:00,Motor-101,71.45,25.88,406.12,72.86,75.15,0
1/27/2025 12:00,Motor-101,59.09,20.25,410.4,56.42,61.52,0
1/27/2025 13:00,Motor-101,50.24,19.67,427.85,52.57,60.74,0
1/27/2025 14:00,Motor-101,45.27,16.95,422.37,45.89,63.01,0
1/27/2025 15:00,Motor-101,40,13.84,398.53,39.72,56.7,0
1/27/2025 16:00,Motor-101,40,16.05,428.53,42.83,53.39,0
1/27/2025 17:00,Motor-101,40,15.01,428.98,40.02,56.03,0
1/27/2025 18:00,Motor-101,40,17.39,436.12,45.61,53.06,0
1/27/2025 19:00,Motor-101,40,11.95,394.85,34.61,54.2,0
1/27/2025 20:00,Motor-101,40,16.62,404.7,46.96,53.13,0
1/27/2025 21:00,Motor-101,43.83,14.34,416.33,39.4,55.93,0
1/27/2025 22:00,Motor-101,41.63,15.6,400.01,44.59,54.51,0
1/27/2025 23:00,Motor-101,53.06,21.67,427.09,58.01,61.75,0
1/28/2025 0:00,Motor-101,61.32,23.81,427.12,63.8,66.07,0
1/28/2025 1:00,Motor-101,67.63,21.81,438.63,56.89,70.04,0
1/28/2025 2:00,Motor-101,76.94,24.34,413.33,67.39,76.24,0
1/28/2025 3:00,Motor-101,74.48,22.2,411.18,61.79,75.44,0
1/28/2025 4:00,Motor-101,87.93,34.32,424.41,92.53,87.67,0
1/28/2025 5:00,Motor-101,98.34,34.67,388.64,102.09,89.98,0
1/28/2025 6:00,Motor-101,98.83,29.45,407.48,82.7,88.04,0
1/28/2025 7:00,Motor-101,95.85,34.57,402.4,98.29,89.42,0
1/28/2025 8:00,Motor-101,90.26,29.21,411.55,81.22,87.68,0
1/28/2025 9:00,Motor-101,91.99,37.12,392.79,108.15,83.24,0
1/28/2025 10:00,Motor-101,67.78,23.85,383.03,71.23,73.53,0
1/28/2025 11:00,Motor-101,70.87,30.04,412.52,83.33,72.2,0
1/28/2025 12:00,Motor-101,63.61,25.4,417.03,69.7,66.38,0
1/28/2025 13:00,Motor-101,55.47,21.8,409.88,60.85,61.04,0
1/28/2025 14:00,Motor-101,48.64,18.38,385.06,54.62,58.54,0
1/28/2025 15:00,Motor-101,40.09,14.04,410.76,39.1,54.65,0
1/28/2025 16:00,Motor-101,43.85,14.26,422.05,38.66,57.39,0
1/28/2025 17:00,Motor-101,40,15.59,383,46.58,55.02,0
1/28/2025 18:00,Motor-101,40,11.06,380.95,33.23,53.52,0
1/28/2025 19:00,Motor-101,40,12.56,405.49,35.45,55.4,0
1/28/2025 20:00,Motor-101,42,13.78,402.33,39.19,58.47,0
1/28/2025 21:00,Motor-101,40,13.08,409.61,36.53,55.79,0
1/28/2025 22:00,Motor-101,42.63,13.8,410.82,38.42,58.23,0
1/28/2025 23:00,Motor-101,50.27,19.3,392.37,56.29,63.1,0
1/29/2025 0:00,Motor-101,64.27,27.93,434.92,73.52,67.78,0
1/29/2025 1:00,Motor-101,72.76,30.13,418.28,82.47,73.18,0
1/29/2025 2:00,Motor-101,91.3,34.52,388.66,101.67,84.68,0
1/29/2025 3:00,Motor-101,81.23,31.5,427.11,84.44,73.33,0
1/29/2025 4:00,Motor-101,87.96,30.7,404.46,86.89,80.15,0
1/29/2025 5:00,Motor-101,93.87,30.07,380.69,90.45,84.31,0
1/29/2025 6:00,Motor-101,97.44,40.82,436.55,107.06,88.63,51
1/29/2025 7:00,Motor-101,85.51,27.42,397.35,79,81.96,0
1/29/2025 8:00,Motor-101,86.48,29.35,412.13,81.53,78.57,0
1/29/2025 9:00,Motor-101,86.46,29.79,427.36,79.81,80.94,0
1/29/2025 10:00,Motor-101,69.27,29.21,410.34,81.5,68.84,0
1/29/2025 11:00,Motor-101,73.09,22.98,410.19,64.14,69.57,0
1/29/2025 12:00,Motor-101,62.09,26.68,430.27,71,68.95,0
1/29/2025 13:00,Motor-101,50.29,15.81,416.63,43.46,63.35,0
1/29/2025 14:00,Motor-101,40.06,13.16,421.64,35.73,55.11,0
1/29/2025 15:00,Motor-101,40,11.35,389.68,33.34,57.49,0
1/29/2025 16:00,Motor-101,40,11.81,401.26,33.69,54.85,0
1/29/2025 17:00,Motor-101,40,13.07,416.47,35.93,50.95,0
1/29/2025 18:00,Motor-101,40,12.22,394.05,35.51,52.81,0
1/29/2025 19:00,Motor-101,40,13.96,413.41,38.65,54.89,0
1/29/2025 20:00,Motor-101,40.73,16.22,421.79,44.02,49.78,0
1/29/2025 21:00,Motor-101,40,16.24,404.72,45.93,51.41,0
1/29/2025 22:00,Motor-101,47.74,16.82,386.92,49.76,63.09,0
1/29/2025 23:00,Motor-101,50.56,18.48,388.57,54.44,58.76,0
1/30/2025 0:00,Motor-101,57.64,19.24,433.74,50.82,62.01,0
1/30/2025 1:00,Motor-101,54.34,20.19,381.09,60.7,63.12,0
1/30/2025 2:00,Motor-101,74.77,28.39,413.64,78.61,73.33,0
1/30/2025 3:00,Motor-101,75.73,27.41,380.6,82.5,77.12,0
1/30/2025 4:00,Motor-101,92.2,39.3,429.28,104.87,85.59,0
1/30/2025 5:00,Motor-101,94.46,29.32,407.08,82.5,85.42,49
1/30/2025 6:00,Motor-101,88.37,33.06,404.58,93.59,83,0
1/30/2025 7:00,Motor-101,82.29,34.74,424.58,93.74,79.2,0
1/30/2025 8:00,Motor-101,87.78,31.36,407.03,88.25,82.74,0
1/30/2025 9:00,Motor-101,77.46,29.9,423.75,80.82,76.29,0
1/30/2025 10:00,Motor-101,70.57,20.27,402.17,57.74,75.26,0
1/30/2025 11:00,Motor-101,70.67,28.14,402.75,80.04,72,0
1/30/2025 12:00,Motor-101,58.05,17.75,417.92,48.66,66.94,0
1/30/2025 13:00,Motor-101,43.93,15.97,412.88,44.3,60,0
1/30/2025 14:00,Motor-101,51.69,15.47,425.51,41.66,58.76,0
1/30/2025 15:00,Motor-101,42.13,15.79,403.2,44.87,53.44,0
1/30/2025 16:00,Motor-101,40,12.29,389.52,36.13,50.78,0
1/30/2025 17:00,Motor-101,40,16.99,426.46,45.64,57.98,0
1/30/2025 18:00,Motor-101,40,13.44,398.41,38.64,54.51,0
1/30/2025 19:00,Motor-101,40,12.68,415.31,34.97,57.01,0
1/30/2025 20:00,Motor-101,40,16.44,432.12,43.59,54.57,0
1/30/2025 21:00,Motor-101,40.68,12.58,415.08,34.72,57.63,0
1/30/2025 22:00,Motor-101,40,14.86,437.51,38.9,49.85,0
1/30/2025 23:00,Motor-101,60.39,24.24,418.21,66.38,71.07,0
1/1/2025 0:00,Pump-202,66.49,21.56,407.79,60.6,70.12,0
1/1/2025 1:00,Pump-202,72.96,27.14,383.79,81.04,74.77,0
1/1/2025 2:00,Pump-202,74.22,31.69,439,82.73,77.15,0
1/1/2025 3:00,Pump-202,84.91,25.56,389.04,75.31,82.58,0
